ID,elvishName,elvishText,englishName,englishText,Comments,Neo
elvish_11,Litany of Loreto,"Heru órava omesse.
A Hrísto órava omesse.


Atar meneldea Eru órava omesse.
A Eruion Mardorunando Eru órava omesse.
A Aina Faire Eru órava omesse.
A Aina Neldie Eru Er órava omesse.


A Aina Maria arca atarme.
Aina Eruontarie arca atarme.
Aina Wende mi Wenderon arca atarme.


Amille Hristo arca atarme.
Amille Eruva lisseo arca atarme. ",Litany of Loreto,"Lord, have mercy on us.
O Christ, have mercy on us.


Father of heaven, God, have mercy on us.
O Son of God, Redeemer of the world, God, have mercy on us.
O Holy Spirit, God, have mercy on us.
O Holy Trinity, one God, have mercy on us.


O Holy Mary, pray for us.
Holy Mother of God pray for us.
Holy Virgin of virgins, pray for us.


Mother of Christ, pray for us.
Mother of divine grace, pray for us. ",,0
elvish_12,Ortírielyanna,"Ortírielyanna rucimme, Aina Eruontari.
Álalye nattira arcandemmar sangiemmassen,
ono alyë eterúna me illumë ilya raxellor,
alcarin Vénde ar manaquenta",Sub tuum praesidium,"We fly to thy patronage, O holy Mother of God;
despise not our petitions in our necessities,
but deliver us always from all dangers,
O glorious and blessed Virgin. ",,0
elvish_13,Eque Quendingoldo mí Quenta Silmarillion:,"Eque Quendingoldo mí Quenta Silmarillion:

Yessesse sanaron

Ná nyárina mí istimor sa minya ohtaron yesetyane nó ontale Ardo etélie, nó ú nato avantie var alaurie palúrenna Ambaro, ar andave Melkor túrea. Nan endesse ohto sina, huorea a valya fea tulle ve tulco Valarin, háya menello istala mahtale Pityanóresse, ar Arda enromane nallámanen lalateryo. Sinave tulle Polda Tulkas, aharya tule ve aha ilweo morne lumbolínen nótulda. Melkor oante et alassea oromeryallo a hehtane Arda, ar i sére andave lartane. Tulkas marne Ambaresse a ve Valar Ardava, a Melkor erúmea Morniesse lartane. Tevierya Tulkassenna vorima.
Mi lú sina, i Valar cantaner eari a nóri ar oronti, san Yavanna rende erdi ya ontanerente andavello. San, an i nári túrine var hehtine nu minye ambor, cále penya. Maquentenen Yavanno, Aule colle endesse earion atta alte calme ya acárieronte, an faininte Endórenna. Varda quanterente, Manwe tintaneronte a Valar panyanentente alte tarmenna, analte ilye orontion yalmin erner. Minya ortana formenesse Endóreo, Illuin esserya, tatya hyarmenesse, Ormal, ar i cále calmato Valariva untúpane cemenna yasse ilqua calane ve aure ú metto.

San i erdi rérine Yavannanen tuianer a tuimaner alarcave, rimbe nation alte a pitye ortane cemenenna, salqui a taurefalli a halle filqui, ar aldar ríne fanyarinen ve cuine oronti ya sundarenta unlantaner laiqua undómesse. Celvar tuller a nortaner nandissen, sírissen ar ailinissen, ar arta-lender lómin taurion. Ú lóteo er olohtie, ú aiweo ilírie, an nati sine lartaner lúmenta endasse Yavanno, nan úve asánieres, ar únomesse analya endenna Ambaro, masse alcar calmato ovantaner ar otuller. Alt' Ailinesse, tolenna Almareno, mí lúme ilqua vinya, mí lúme sinya laiquasse er ve lúce an hendi ontaroryon, Valar carner minya marenta, ar andave aqua valini sinanen.

Martane mi lúme sina sa Valar sender mótalentallon a yétaner tuiyale a palyale nation asánierente san ontiententa, Manwe tulcane alta merende yanna Valar a rimbenta tuller yelloryanen. Nan Aule a Tulkas pícane, an veuyaner ilya cururinen minyo a tuonen tatyo, lárvalta ar sérevalta. A Melkor sinte ilqua carina, arwa muinave meldoron ar ettirnoron mí Maiar ya alantier nu sanyerya. Vahaia Morniesse, néro sance, milca an mótamar torniryo ya merneronte nu máhanerya. San et erúmie taicarillon Eo hostanero i fear hépine an veuyalerya a sananeros polda. Sanala lúmerya túlina, antullero Ardanna, yétaneros hendunen ar i cenwe Ambaro tuileryasse quantes vinya tevienen.

I Valar hostaine Almarenna caurevalta a cálenen Iluino ú-cenner huine Melkoro formenesse, utúliero ve Mornie Lusteo. A ná nyarina sa merendesse Ardatuileo Tulkas vestane Nessa, seler Oromeo, a liltanere nó Valar laiqua salquenna Almareno.

San Tulkas lantane fúmesse, tuovalta ar iquista, a Melkor sanane i lúme túlina. O hosserya lendero or Rambar Fuiva a tulle eccaira formenesse Endóreo a Valar ú istaner sina.
San yesetyanero unca talan an care analta sarne haira undu cemen, nu morne oronti yasse alcar Iluineva pícane a halcini. Esse sarneo sina Utumno. Ar Valar ú istalaner sina er, úmea Melkoro a uryala tevierya palune tenna persa Tuile Ardo.

",Quenta Silmarillion Fragment: 'Of the beginning of days',"In the beginning of the days 

It is said within the wise ones that the firts of the wars began before the creation of Arda was achieved, before nothing had walked or grown on the surface of the Earth, and long Melkor was victorious.

But in the middle of this war, a courageous and powerful spirit came like a support to the Valar, from the end of the sky knowing the battle in the Little Earth, and Arda resounded by the echoes of his laugh.

Thus came Tulkas the Strong, his rage is like rage of the sky preceeded by dark clouds.
Melkor gone away from his joyful fury and abandonned Arda, and peace long lasted.

Tulkas abode on the Earth and was like the Valar of Arda, and Melkor stood in the outer Darkness.

His hatred of Tulkas was everlasting.
In this time, the Valar shaped the seas and the lands and the mountains, then Yavanna sowed the seeds she had create a long time ago.

Then, for the fires were controled or abandonned under the firts hills, the light was lacking.


By the request of Yavanna, Aule carried in the middle of the seas two large lamps he had made, for them to ligh the Middle Earth.


Varda filled them, Manwe lighted them and the Valar fixed them upon large pillars, higher than all the montagne that remained for us.

The first was raised in the North of Middle earth, its name was Illuin, the second in the south, Ormal, and the light of the Valar's lamps covered down the earth where everything shined like a day with no end.

'Then, the seeds sowed by Yavanna springed and sprouted swiftly, a crowd of things great and little raised on the earth, herbs and mosses and tall ferns, and tress crowned by clouds like living mountains which roots dived in the green twilight.'


'Animals came and dwelled in the valleys, in the rivers and in the lakes, and gone through the shade of the forests.'

'No flower had sprouted yet, no bird had sung, for these things waited for their hour in the heart of Yavanna, but she had though of abundance, and nowhere more rich (than) in the middle of the Earth, where the rays of the two lamps met and jointed.'

'In the great lake, on the isle of Almaren, in the time everything was new, in the time the new greenness was like an enchantment to the eyes of its creators, the Valar made their first dwelling, and longtime were fully happy about that.'

'It happened in this time that the Valar rested from their labours and looked at the growth and the expansion of the things they had though then created, Manwe established a great fest to which the Valar and their host came by his call.

'But Aule and Tulkas were lessened, for they served everybody by the skills of the first and the strenght of the second, pauseless and restless.


'And Melkor knew everything made, having secretly friends and spies within the Maiar which had fallen under his law.'

'Far away in the Darkness, he was hateful, greedy toward the works of his brothers which he had wanted under his authority.'

'Then out of the outermost limits of Ea he gethered the spirits kept for his service and he though he was strong.'


'Thinking his hour come, he approached toward Arda, he looked at it by his eyes and the vision of the Earth in its spring filled him with a new hatred.'



'It happened in this time that the Valar rested from their labours and looked at the growth and the expansion of the things they had though then created, Manwe established a great fest to which the Valar and their host came by his call.


'But Aule and Tulkas were lessened, for they served everybody by the skills of the first and the strenght of the second, pauseless and restless.


'And Melkor knew everything made, having secretly friends and spies within the Maiar which had fallen under his law.'

'Far away in the Darkness, he was hateful, greedy toward the works of his brothers which he had wanted under his authority.'


'Then out of the outermost limits of Ea he gethered the spirits kept for his service and he though he was strong.'


'Thinking his hour come, he approached toward Arda, he looked at it by his eyes and the vision of the Earth in its spring filled him with a new hatred.'

",Translated by Sébastien Bertho,1
elvish_14,Elrond's Farewell,Nai tiruvantel ar varyuvantel i Valar tielyanna nu vilya.,Elrond's Farewell,May the Valar protect you on your path under the sky.,film,1
elvish_15,Saruman's Weather Spell.,Cuiva nwalca Carnirassë! Nai yarvaxëa rasselya taltuva ñotto-carinnar!,Saruman's Weather Spell.,Wake up cruel Redhorn! May your blood-stained horn shall fall upon the enemy-heads,film,1
elvish_16,Gandalf's Moria Gate Spell,"Ando Eldarinwa a lasta quettanya, Fenda Casarinwa!",Gandalf's Moria Gate Spell,"Gate of Elves listen to my word, Threshold of Dwarves!",film,1
elvish_17,Ainulindalë,"Eä Eru i estaina ná Ilúvatar Ardassë,
ar ónes minyavë Ainur i ner i híni sanweryo,
ar ner yo së nó ilúvë né ontaina.
Ar ten quentes, antala ten lammar lindalëo,
ar lirnentë, ar së né alassëa.


Nan andavë lirnentë ilquen erya
ecar pitya nótessë [sina lúmessë] ar hosta lastainë,
nan ilquen hanyanë minyavë sanwi Ilúvataro
yallon tulles, ar handessë nossento
palyanentë nan úlintavë.
Nan oi lúmessë ya lastanentë, entë tuller antumna handenna,

ar vanessë lindalento palyane
ar tulles marta sa Ilúvatar tultanë Ainur eryenna
ar quente ten taura lírë pantala ten analt'
ar analcarinquë or ya nó westanes
ar i alcar yesseryo ar i rille mettaryo elyaner Ainur, 
yanen cawnentë ar carnentë úlamma...",Music of the Ainur',"There was Eru, the One, who in Arda is called Ilúvatar; and he made first the
Ainur, the Holy Ones, that were the offspring of his thought, and they were with
him before aught else was made. And he spoke to them, propounding to them
themes of music; and they sang before him, and he was glad. But for a long
while they sang only each alone, or but few together, while the rest hearkened;
for each comprehended only that part of the mind of Ilúvatar from which he
came, and in the understanding of their brethren they grew but slowly. Yet ever
as they listened they came to deeper understanding, and increased in unison and
harmony.",by Ryszard Derdzinski,1
elvish_18,Equë Quendingoldo mí Quenta Silmarillion:,"Varda autanë Máhanaxar ar cendanë Taniquetilwa aicassello ar cennë Endorëo mornië nu únótimë elellí, nan nécë ar hairë. San yestaneryë i carma meletya, analta ilyë Valaron carmar tulessentallo Ardanna. Calpaneryë rossi telperini Telperiono calpallon ar i rosseinen ontaneryë i elellí vinye ar calimë or yárë Yestanession tulessenna; yallo eryë yo essë lúmëo yáwellon ar ilyë Ëo carmallon né Tintallë, apa Eldainen estina né Elentári.

Carnil ar Luinil, Nénar ar Lumbar, Alcarinquë ar Elemmírë panyaneryë tana lúmessë, ar nótimë yárë eleni hostaneryë ar ortaneryet ve tehtar menelessë Ardo: Wilwarin, Telumendil, Soronúmë, Anarríma ar Menelmacar heltaryassë calima i apaquetë Ohta Metima Ambar-mettassë; ar táravë formenna vë tultië Melcorenna së panyanë i rië otso elenion – Valacirca – ambarto tehta. ",Quenta Silmarillion Fragment: 'Of the coming of the Elves',"Then Varda went forth from the council, and she looked out from the height of Taniquetil, and beheld the darkness of Middle-earth beneath the innumerable stars, faint and far. Then she began a great labour, greatest of all the works of the Valar since their coming into Arda. She took the silver dews from the vats of Telperion, and therewith she made new stars and brighter against the coming of the Firstborn; wherefore she whose name out of the deeps of time and the labours of Ea was Tintallë, the Kindler, was called after by the Elves Elentári, Queen of the Stars. Carnil and Luinil, Nénar and Lumbar, Alcarinquë and Elemmírë she wrought in that time, and many other of the ancient stars she gathered together and set as signs in the heavens of Arda: Wilwarin, Telumendil, Soronúmë, and Anarríma; and Menelmacar with his shining belt, that forebodes the Last Battle that shall be at the end of days. And high in the north as a challenge to Melkor she set the crown of seven mighty stars to swing, Valacirca, the Sickle of the Valar and sign of doom [...]",Translated by Ryszard Derdzinski,1
elvish_19,Ohta Imbë Nolofinwë ar Moringotto,"Ohta Imbë Nolofinwë ar Moringotto
 

San Nolofinwë cennë (ve ta séyanës ana) i quanta atalantë i Noldor, ar i atalantë pella panya ilya nossinta; ar ho ormë ar ilestel Rochallonna velicë roccorya nentéro ar vane er ar láminë pollë ana hautas. Autanéro or Anfauglith ve sure mi i asto, ar ilya ya cennę uswerya vanwa sana Oromë cilmas né tulin; an velicë aha né senna sinavë hendurya calanë ve i hendu i Valaron.  Ar sinavë tulinnéro ana Angamando va andor ar lammanéro rombarye, ar palpa ata i fendassë ar veryo Moringotto ana erya ohta.  Ar Moringotto tulinnë.

 

Ya né i telda lú mi tanar ohtar ya oantéro i fendassë sarnerya, ar ta ná quentë taro nangwesanë lá i verya mirima Selma; ananta taurarya né anvelicë ilya nati mi sina Ambar, er i Valar rucinro sintë.  Nanro pollë lá lala i verya mi nívë cánoro; an i ondor cormanë ho i orolindalë Nolofinwëva rombo, ar omarya tulinnë laicë ar poica undu ana I tumnar Angamando; ar Nolofinwë essenë Moringotto úverya ar heru mál.  Ar sinavë Moringotto tulinnë, rosta lenca horya nutalan mahalma, ar i lamma taluryo nč ve raumo nutalan. Ar otuswenčro vaina mi morë hroavarmë; ar hecanë epë Aran ve mindo, anga-rína, ar taura turmaryo, tengwë lá pelehtana, hatá lëo ors ve ungo.  Nan Nolofinwë ilcanë undu ta ve elen; an hroavarmerya nč panta yo silima; ar tucinnéro maciryo Ringil, ta mirilyanë ve helcë.

 

San Moringotto ortánë Grond, Nambo Fatanyu, ar nira ta undu ve calanambo.  Nan Nolofinwë tuianë oa, ar Grond narcinë taura latta mi i cemen, yassen hísië ar uru liltanë.  Limbë lúmi Moringotto yo otso harwi, ar otso lúmi Moringotto antanë rama qualmë yassen i rimbi Angamando lantanë or entë antar mi rucin, ar i ramar lámanë mi i Forostar

 

Nan san Aran lauyanë yerya, ar Moringotto collë undu turmaryannas.  Neldë lúmi ruxanë tumnáro né, ar neldë lúmi ortanëata ar collë amba rácina turmarya ar hyarinnë cassa.  Nan i cemen né ilya narcinë ar lattanë ilya corimas, ar lantanéro nanepë i tali Moringotto; ar Moringotto panyarya hyarya tál or yahrtya, ar i cólo ta né va pitya ambo.  Ananta yo tyelima ar ilestel teccorya Nolofinwë pelehtanë i tál yo Ringil, ar i sercë etoloiyanë more ar hísia ar quantë i lattar Grond.

 

Ve sina firnë Nolofinwë, Tára Aran Noldor, anverya ar cána Elda-aran enwina.  I urqui carinnë lá merendë i ohta no i ando; ar Eldar lirina lá ta, an nimbentar palua tumna.

 ",Quenta Silmarillion Fragment: 'Of the ruin of Beleriand',"Battle Between Fingolfin and Morgoth

Then Fingolfin beheld (as it seemed-him to) the full downfall [of] the Noldor, and the downfall beyond repair [of] all houses-their; and from wrath and despair Rochallor-upon great horse-his got-he and departed alone and none were able to stop-him.  Passed-he over [the] Anfauglith like [a] wind in the dust, and all that beheld issuing-his departed thinking Oromë himself was come; for great rage was him-upon so eyes-his shone like the eyes the Valar-of.  And so came-he to Angband’s gates and sounded-he horn-his, and beat again upon the doorway and dared Morgoth to single war.  And Morgoth came.

That was the last time in those wars that passed-he the doorway [of] stronghold-his, and it is said that he answered not the dare [of] free will; but yet might-his was greatest [of] all things in this world alone [of] the Valar fear-he knew.  But-he could not deny the dare in front [of] commanders-his; for the stones rang from the high-music [of] Fingolfin’s horn, and voice-his came keen and clean down to the deeps [of] Angband; and Fingolfin named Morgoth craven and lord [of] slaves.  And so Morgoth came, ascending slowly from-his underground throneand the sound [of] feet-his was like [the] noise of a storm underground. And forth-issued-he clad in black armour; and stood before [the] King like [a] tower, iron-crowned, and might shield-his, token not carven, cast a shadow over him like [a] dark cloud.  But Fingolfin gleamed

Then Morgoth raised Grond [the] Hammer [of] Hell, and thrust it down like lightning.  But Fingolfin sprang away, and Grond rent [a] mighty pit in the earth, wherein mist and fire danced.  Many times Morgoth essayed to beat-him and each time Fingolfin leaped away, like lightning from under [a] dark cloud; and wounded-he Morgoth with seven wounds, and seven times Morgoth gave [a] shout [of] agony whereat the hosts of Angband fell on their faces in fear; and the shouts in the Northlands.

But then the King grew weary, and Morgoth bore down shield-his-upon-him.  Three times crumbled down he was, and three times rose again and bore up broken shield-his and cloven helmet.  But the earth was all rent and pitted all round him, and fell-he backward-before the feet [of] Morgoth; and Morgoth set-his left foor on neck-his, and the burden [of] it was like [a] small hill.  And yet with final and hopeless stroke-his Fingolfin hewed, the foot with Ringil, and the blood forth-flooded black and smoking and filled the pits [of] Grond.

Like this died Fingolfin, High King [of the] Noldor, most brave and valiant [of the] Elven-kings [of] old.  The orcs made no festival [of] the war before the gate; and the Eldar sing not [of] it for sadness-theirs extends deep.

 

 ","Translated by Brett Engetschwiler (Literal translation; compare with The Silmarillion, pp. 178-179)",1
elvish_20,VALAQUENTA,"VALAQUENTA
Valar ar Maiaron nótië sivë Eldaron nólessë

Mi yessë Eru i Eldarinen Ilúvatar estaina ná óntanë Ainur sanweryallo; 
ar entë tyalle i Lindalë meletya nu mahalmarya. Sina Lindalello Ilúves yesserya; an Ilúvatar sinë Ainuron lindalen annë canta cénina ar cennentes vë calma morniessë.
Ento nótimë tellon emélier vanimië ar lúmequentaleryá ya cennentë yestala ar palyala vë oloressë.
Ento Ilúvatar annë olorentan i Ëala ar panneryes Erumassë ar martyaneryes i Muinanárë an urië Iluo óressë; ar nes estaina ËA.

San sinë Ainullon i mernentes ortaner ar tuller Ëanna mi Lúmeo yessë; ar mernentë tyaries anwa
ar quatië carmantainen i olor ya cennentë.

Andave carnentë Ëo ménassen yar ëa landë pella Eldar ar Atanion sanwë,

tenna marta-lúmessë cantana né Arda.
Ento teltanentë Ardava fanainen,
entonna tullentë ar marnentë entossë.

VALARON

Meletyar sinë fairellon Eldar i Valar estir ar Atani estir te ilúvatari.
Otso ëar Valaron Herur ar otso ëar Valaron Herir-Valier.
Sin estimmet Quenyanen Valinóreva nán harintë avë essi Endoréva Eldalambessen ar Atanion lambínen essentar nar únótimë.
Sin nar essi Valaiva: Manwë, Ulmo, Aulë, Oromë, Mandos, Lórien ar Tulcas.
Ar Valieiva essi nar: Varda, Yavanna, Nienna, Estë, Vairë, Vána ar Nessa.
Melcor úyë nótina Valannar ar esserya úyë quénta Ardasse.",Valaquenta Fragment in Quenya,"Tale of the Valar. 
Account of the Valar and Maiar according to the lore of the Eldar. 
In the beginning Eru, the One, who in the Elvish tongue is named Ilúvatar, made the Ainur of his thought: and they made a great Music before him. In this Music the World was begun; for Ilúvatar made visible the song of the Ainur, and they beheld it as light in the darkness. And many among them became enamoured of its beauty, and of its history which they saw beginning and unfolding as in a vision. Therefore Ilúvatar gave to their vision Being, and set it amid the Void, and the Secret Fire was sent to burn at the heart of the World; and it was called Eä. Then those of the Ainur who desired it arose and entered into the World, at the beginning of Time; and it was their task to achieve it, and by their labours to fulfil the vision which they had seen. Long they laboured in the regions of Eä, which are vast beyond the thought of Elves and Men, until in the time appointed was made Arda, the Kingdom of Earth. Then they put on the raiment of Earth and descended into it, and dwelt therein ",Translated by Ryszard Derdzinski,1
elvish_21,Valaquentallo,"Valaquentallo:

Manwë ar Melcor ennet onórot Ilúvataro sanwessë. Ammeletya sine Ainullon i utúlier Eänna Melcor né mí yesserya; nan Manwë ammelda ná Ilúvataren ar hanyas ancalimavë níraryar. Nes tulcaina eä i minya ilyë Aranellon lúméva quantiessë: eä heru Ardo ar tur ilqueno i marë tanomë. Ardassë melmerya ná súreli ar fanyalissë, ar wilyava ilye ménassen, táriellon yáwennar, et avahaire halmava rénallon hwestannar ya nurrur sarassen.  Súlimo e ná estaina - Heru Ardasúlo. Ilyë aiweli linte, ramapolde melis ar entë tulir ar autar ya valiryes [...].",Valaquenta Fragment 'Of Manwë ar Melcor',"Manwë ar Melkor were brethren in the thought of Ilúvatar. The mightiest of those Ainur who came into the World was in his beginning Melkor; but Manwë is dearest to Ilúvatar and understands most clearly his purposes. He was appointed to be, in the fullness of time, the first of all Kings: lord of the realm of Arda and ruler of all that dwell therein. In Arda his delight is in the winds and the clouds, and in all regions of the air, from the heights to the depths, from the utmost borders of the Veil of Arda to the breezes that blow in the grass. Súlimo he is surnamed, Lord of the Breath of Arda. All swift birds, strong of wing, he loves, and they come and go at his bidding [...] ","by Ryszard Derdzinski (The Silmarillion, p. 28)",1
elvish_22,I Lirilla Lehtalëo,"I Lirilla Lehtalëo


I. Sindacollo Lestanóressë.

Aran eänë yáressë
nó Atani vantaner cemenessë
túrerya né ortaina hróto lumbulë,
márya né or tumbo ar taurë.
Lassiva rierya, laiqua collarya
telpië ehtaryar andë ar aicë,
i silmë turmaryassë né mapaina
nó Isil né carna var Anar né ostaina.

Aparéssën, írë i hrestanna
Endoressë Valinórello
i Eldarimbë arwa valanen entullë,
ar tulwi viller ar calmar uryaner,
írë arani Eldamaro lendë ara
arwa tuo ohto, nu i menel
san telpië rombaryar súyanër
írë Anar né nessa ar Isil né vinya.
Palan san Valariandessë
Lestanorëo pelda nóressë,
Aran Sindacollo harnë tirna mahalmassë
lintarmië sarna rondossen:
tanomë hyellemíre, marilla, ar malwa mirilondo,
ar cantaina tinco ve helma lingwion,
turma ar (corslet?), pelecco ar macil,
ar sílala ehter ner panyaina hahtassë:
ilyë sinë haryanéro ar nontero pitya,
an melda ilyë harmar mardessë pella,
ar vanime yeldi Atanion pella,
haryanéro yeldë, Luhtiénë.

Luhtiénëo I Melda

Telqui tyelce ve tane úvar yure ata
i laiqua cemenessë nu Anar;
vendë vanima ve ta úva ëa ata
árallo lómenna, Anarello Ëarenna
Vaimarya né luine ve fanyarë lairessë,
nan sinde ve sinyë ner hendiryat
collarya lanyaina vanimë indilinen,
nan morna ve huinë ner findesserya.
Táleryat ner larcë ve aiwë rámanen,
lalalerya valin ve i tuilë;
i nindë tasarë, i cawala fen,
i lisse-holme lohtala nandava,
i cala lassessen aldaron,
i óma nenwa, sine pella
vanimerya né ar almierya,
alcarya ar melimierya.
",THE LAY OF LEITHIAN,"I. Of Thingol In Doriath
A king there was in days of old:
ere Men yet walked upon the mould
his power was reared in caverns' shade,
his hand was over glen and glade.
Of leaves his crown, his mantle green,
his silver lances long and keen;
the starlight in his shield was caught,
ere moon was made or sun was wrought.
In after-days, when to the shore
of Middle-earth from Valinor
the Elven-hosts in might returned,
and banners flew and beacons burned,
when kings of Eldamar went by
in strength of war, beneath the sky
then still his silver trumpets blew
when sun was young and moon was new.
Afar then in Beleriand,
in Doriath's beleaguered land,
King Thingol sat on guarded throne
in many-pillared halls of stone:
there beryl, pearl, and opal pale,
and metal wrought like fishes' mail,
buckler and corslet, axe and sword,
and gleaming spears were laid in hoard:
all these he had and counted small,
for clearer than all wealth in hall,
and fairer than are born to. Men,
a daughter had he, Lúthien. 

Of Lúthien the Beloved 

Such lissom limbs no more shall run
on the green earth beneath the sun;
so fair a maid no more shall be
from dawn to dusk, from sun to sea.
Her robe was blue as summer skies,
but grey as evening were her eyes;
her mantle sewn with lilies fair,
but dark as shadow was her hair.
Her feet were swift as bird on wing,
her laughter merry as the spring;
the slender willow the bowing reed,
the fragrance of a flowering mead,
the light upon the leaves of trees,
the voice of water, more than these
her beauty was and blissfulness,
her glory and her loveliness. ",Translated by Diego Sebastian Bao and Tandra Chu,1
elvish_23,Valacormaron,"San sinë Tarcildillon i etelehtaner cuilintar nórentava lantallo, Rómenna utúlier vë quenta ná mí Akallabeth. I canonta né Elendil Halla ar yondoryat - Isildur ar Anárion - orórot Arfarazonwa ar neurot Elrosseva 

 i alalastaner Sauron ar alaohtacarer Herunúmennar. Avánier 

Atalanter Númenórello entë ar ilyë Tarcildi vorondar ciryainen. Sinë neri ner meletyë ar haryaner ciryar poldë ar hallë, nán raumo lantanë entennar ar amortanet nenamboinen tenna i lumbar, ar taltanentë  falassenna Endorwa vë sornor raumova. ","""Valacormaron"" Fragment - ""Of the Rings of Power and the Third Age""","In that time those of the Númenóreans who were saved from destruction fled
eastward, as is told in the Akallabêth. The chief of these were Elendil the Tall
and his sons, Isildur and Anárion. Kinsmen of the King they were, descendants
of Elros, but they had been unwilling to listen to Sauron, and had refused to
make war on the Lords of the West. Manning their ships with all who remained
faithful they forsook the land of Númenor ere ruin came upon it. They were
mighty men and their ships were strong and tall, but the tempests overtook them,
and they were borne aloft on hills of water even to the clouds, and they
descended upon Middle-earth like birds of the storm.",by Ryszard Derdzinski,1
elvish_24,The Sign of the Cross,"Essenen Atarwa, ar Yondova, ar Ainasúleva. Amen",The Sign of the Cross,"In the Name of the Father, and of the Son and of the Holy Spirit. Amen.","Two Christian Prayers
by David Chapman",1
elvish_25,Glory Be,"A laita Atar, ar Yondo, ar Ainasúle. Ve nés i yessesse ná sin, ar yéva tennoio. Amen.
Nai yéva Atar alcaresse, ar Yondo, ar Ainasúle. Ve nés i yessesse, ná sin, ar yéva tennoio. Amen.",Glory Be,"Glory be to the Father, and to the Son, and to the Holy Spirit. As it was in the beginning, is now, and will be forever. Amen.
Glory be to the Father, and to the Son, and to the Holy Spirit. As it was in the beginning, is now, and will be forever. Amen.","Two Christian Prayers
by David Chapman",1
elvish_26,Aia María,"Aia María quanta Eruanno,
i Héru aselye;
aistana elye imíca nísi
ar aistana i yáve mónalyo Yésus.
Aire María Eruo ontaril
á hyame rámen úcarindor
sí ar lúmesse ya firuvamme.
Násië.",Ave Maria,"Hail Mary, full of grace,
the Lord is with thee;
blessed art thou amongst women,
and blessed is the fruit of thy womb, Jesus.
Holy Mary, Mother of God,
pray for us sinners,
now and at the hour of our death.
Amen.",,1
elvish_27,Aiya Eärendil elenion ancalima!,Aiya Eärendil elenion ancalima!,"Hail Eärendil, brightest of Stars","Hail Eärendil, brightest of Stars",,0
elvish_28,Alcar i ataren ar i yondon ar i airefean,Alcar i ataren ar i yondon ar i airefean,"Glory to the Father, and to the Son, and to the Holy Ghost.","Glory to the Father, and to the Son, and to the Holy Ghost.",,0
elvish_29,Alcar mi tarmenel na Erun ar mi cemen raine i hínin,Alcar mi tarmenel na Erun ar mi cemen raine i hínin,"Glory to God in the Highest, and peace to His people on earth.","Glory to God in the Highest, and peace to His people on earth.",,0
elvish_30,Arktik,"Mára mesta an ni véla tye ento, ya rato nea",Arctic,"Good-bye until I see you next, and I hope it will be soon",,0
elvish_31,Aurë entuluva!,Aurë entuluva!,Day shall come again,Day shall come again,,0
elvish_32,Utúlie'n aurë!,Utúlie'n aurë!,The day has come!,The day has come!,,0
elvish_33,Elen síla lúmenn’ omentielvo,Elen síla lúmenn’ omentielvo,A star shines on the hour of our meeting,A star shines on the hour of our meeting,,0
elvish_34,Fíriel's song,"Ilu Ilúvatar en kárẹ eldain a fírimoin
ar antaróta mannar Valion: númessier.
Toi aina, mána, meldielto - enga morion:
talantie. Alkar Mardello lende: márie.
En kárielto eldain Isil, hildin Úr-anar.
Toi írimar. Ilyain antalto annar lestanen
Ilúvatáren. Ilu vanya, fanya, eari,
i-mar, ar ilqa ímen. Írima ye Númenor.
Nan úye sére indo-ninya símen, ullume;
ten sí ye tyelma, yéva tyel ar i narqelion,
íre ilqa yéva nótina, hostainiéva, yallume:
ananta úva táre fárea, ufárea!
Man táre antáva nin Ilúvatar, Ilúvatar
enyáre tar i tyel, íre Anarinya qeluva?",Fíriel's song,"The Father made the World for Elves and Mortals
and he gave it into the hands of the Lords. They are in the West.
They are holy, blessed, and beloved: save the dark one.
He is fallen. Alkar [Melkor] has gone from Earth: it is good.
For Elves they made the Moon, but for Men the red Sun;
which are beautiful. To all they gave in measure the gifts
of Ilúvatar. The World is fair, the sky, the seas,
the earth, and all that is in them. Lovely is Númenor.
But my hearth resteth not here for ever,
for here is ending, and there will be an end and the Fading,
when all is counted, and all numbered at last,
but yet it will not be enough, not enough.
What will the Father, O Father, give me
in that day beyond the end when my Sun faileth? ",,0
elvish_35,"A laita te, laita te! Andave laituvalmet!","A laita te, laita te! Andave laituvalmet!","Bless them, bless them, long will we praise them","Bless them, bless them, long will we praise them",line 7 of Long live the Halflings! Praise them with great praise!,0
elvish_36,"Cormacolindor, a laita tárienna!","Cormacolindor, a laita tárienna!","The Ring bearers, bless them to the height","The Ring bearers, bless them to the height",line 9 of Long live the Halflings! Praise them with great praise!,0
elvish_37,Altariello nainië Lóriendessë,Altariello nainië Lóriendessë,Altariel's lament in Lórien,Altariel's lament in Lórien,titre alternatif de Namarie / farewell,0
