ID,elvishName,elvishText,englishName,englishText,Comments,Neo
elvish_1,Lindë Roccalassen,"Roccalas, linda lótë nórelyo,
anvanya yeldë Roccoliéva,
le calina ve Naira ilwessë;
le rín' anda laurëa loxenen,
caltala ve i calimë alcar,
Roccalas aranel turmawendë. 

Elyë lantanë melmessë sonen;
merilyë melmerya, ness' aranel.
Arwen ëa óress' Elessarwa;
náro vëaner ar canya ohtar;
melilyes nan umiro melë le,
Roccalas aranel turmawendë.

Utúlie'n i mórë; autantë
mahtien ohtassë hair' nóressen,
ar le hehtanentë i maressë:
merintel tirië nissi, híni
i artassen mí tárë oronti,
Roccalas aranel turmawendë.

Merilyë hirë metta nyérelyo;
essenen Haldatir sí lelyalyë
muilessë ve i sanya rocconer;
mí hiswë hendu perino cennë
quén ú estelo i merë firë
Roccalas aranel turmawendë.

Nu qualin roccorya cait' i aran
i né ve atar len ar tornelyan;
arwa macilo matsë yétalyë
rúcim' ulundo acolë caurë;
cuina nér úva pusta Loicoher

Roccalas, umilyë nér, nályë nís;
náro pold', úmëa, morn' ar alta,
turë or caurë ar Sauron or so;
ortanelyë macil tárienna,
rierya lantanë, alantiéro,
Roccalas aranel turmawendë.


Mernelyë firë ar harya alcar;
mahtanelyë Heru Úlairion,
ar náro qualin nan sí caitalyë
ar' aranelya, lá cenilyéro;
umilyë hlarë teldë quettaryar,
Roccalas aranel turmawendë.
Roccalas aranel turmawendë.


Nályë laiw' ar nyérëa cuilenen;
linyenwa nís quet' enwina nólë:
i mát i aranwa envinyatar.
Roccalas, collentë len er cuilë,
nan lá alassë ar ëa-írë,
Roccalas aranel turmawendë.

I melmë arandurwa hirnelyë;
vantanéro ar quentéro yo le
imb' aldar ar lóti mareryassë;
ar quentéro lenna meliro le;
sí nályë envinyanta melmenen
Roccalas aranel turmawendë.

Sí avalyë turë ve i tári;
nauvalyë envinyatarë ve so,
lá turmawendë ar lá aranel,
meluvalyë ilqua cuin' ar vanya;
ve meluvárol, meluvalyë so,
Roccalas indis envinyatarë.",,"Éowyn, beautiful flower of your land,
the fairest daughter of the People of Horses,
you are light like the Sun on sky;
you are crowned by long golden hair,
shining like the bright rays of light,
Éowyn princess shieldmaiden. 

You fell in the love with him;
you want his love, young princess.
Arwen is in the heart of Elessar;
he is a man and a bold warrior;
you love him but he does not love you,
Éowyn princess shieldmaiden. 

The darkness has come; they depart
to fight in a war in far lands,
and you they left at home:
they want you to watch women, children
in the fortresses in the high mountains,
Éowyn princess shieldmaiden.

You want to find an end to your grief;
under the name of Dernhelm now you go
secretly like a [lit. the] normal horseman;
in the gray eyes a halfling saw
someone without hope who wants to die
Éowyn princess shieldmaiden. 

Under his dead horse lies the king
who was like a father to you and to your brother;
having a sword in your hands you are looking at
a terrible monster carrying fear;
a living man will not stop the Lord of corpses,
Éowyn princess shieldmaiden. 

Éowyn, you are not a man, you are a woman;
he is strong, evil, dark and large,
rules over fear and Sauron over him;
you lifted a sword high,
his crown fell, he is fallen,
Éowyn princess shieldmaiden. 

You wanted to die and have glory;
you fought the Lord of the Úlairi,
and he is dead but now you lie
beside your king, you do not see him;
you do not hear his last words,
Éowyn princess shieldmaiden. 

You are sick and sorrowful by life;
an old woman speaks old wisdom:
the hands of the king heal.
Éowyn, they bore for you only life,
but not joy and desire to exist,
Éowyn princess shieldmaiden.

The love of a minister you found;
he walked and talked together with you
between trees and flowers in his home;
he said to you that he loves you;
now you are healed by love
Éowyn princess shieldmaiden. 

Now you will not rule as [or, like] the queen;
you will be a healer like him;
not a shieldmaiden and not a princess,
you will love everything alive and fair;
as he will love you, you will love him
Éowyn bride healer. ",Ales Bican,1
elvish_2,Hríveressë,"Et marinyallo mallenna
vantan hríveressë helca,
nu fanyarë fuinehiswa,
lumboinen Naira nurtaina.

Hláranyë ringa Formessúrë,
asúy' aldassen úlassië,
alussa olbalissë nornë,
alamya ve Nuru-nainië. 

Formessúrë-yalmë quéla,
ar Númello holtan hwesta
nísima asúya ninna,
ar nainië ahya lírinna.

Cénan tuilindo awilë
Hyarmello úrima súrë,
nu rámaryat circa-cantë,
alir' aldannar úlassië.

Autar i lumbor, ar Naira
cénan anúta Númenna,
et Rómello Tilion orta,
ar undómess' elen síla.

Ar lómelindë-lírinen,
entúlan yanna ettullen,
nu menel elentintaina,
hrívëo lómessë sina.




























",In a winter's day,"From my home to the street
I walk in a cold winter's day,
under shadowy-grey skies,
the sun hidden by clouds.

I hear the cold Northwind
blowing through the leafless trees,
whispering in the twisted branches,
sounding like a Death-lament. 

The clamour of the Northwind fades,
and from the West I smell a
fragrant Zephyr blowing towards me,
and the lament changes to song. 

I see a swallow flying
from the South, the hot wind
under its sickle-shaped wings
singing towards the leafless trees. 

The clouds pass, and I see
the Sun setting in the West,
and from the East the Moon rises,
and in the twilight the star shines. 

And by the song of the nightingale
I return to whence I came,
under the starlit heavens,
in this winter's evening. ",Vicente Velasco,1
elvish_3,Ríanna,"Namárië, Ríanna vanima, Heriméla!

Antanelyë men melmë ar alassë,

ar renuvammet oialë.


Namárië, Ríanna vanima, Ardalótë!

Coacalinalya firnë ve lícuma súrinen,

nó melmemma len úva firë indommassen.


Namárië, Ríanna vanima, Indotári!

Sí wila Númenna rámainen laurië,

ar nai fëalya seruva oialmaressë. ",Ríanna,"Farewell, beautiful Princess, loving lady!

You gave us love and joy,

and we will remember them forever.


Farewell, beautiful Princess, Flower of the Realm!

The light of your house died like a candle in the wind,

but our love for you will not die in our hearts.


Farewell, beautiful Princess, Queen of Hearts!

Now fly into the West on golden wings,

and may your soul rest in eternal bliss. ",Vicente Velasco,1
elvish_4,I Yessessë (Chapitre 1),"I yessessë Eru ontanë Menel ar Cemen.

Cemen né cumna ar lusta, ar engë mornië or i undumë, nan Eruo Súlë willë or i neni.

Ar equë Eru: ""Eä cálë!"" ar engë cálë.

Eru cennë sa i cálë né mára, ar Eru ciltanë i cálë i morniello.

Ar Eru estanë i cálë Aurë, ar i mornië estanes Lómë. Ar engë sinyë, ar engë arin, i minya aurë.

Ar equë Eru: ""Eä telluma endessë i nenion, ar ciltuvas nén nenello.""

Ar Eru carnë i telluma ar ciltanë i neni or i telluma i nenillon nu i telluma. Ar engë sië.

Ar Eru estanë i telluma Menel. Engë sinyë, ar engë arin, i attëa aurë.

Ar equë Eru: ""Na i neni nu menel hostainë minë nómessë, ar na i parca nór cénina!"" ar engë sië.

 Ar Eru estanë i parca nór Cemen, nan i hostainë neni estanes Eär. Ar Eru cennë sa nes mára.

Ar equë Eru: ""Á colë cemen salquë, olvar carila erdi, yávaldar colila yávë nostalentassen, cemendë."" ar engë sië.

Cemen collë salquë, olvar carila erdi, nostalentassen, ar aldar colila yávë yassë ëar erdentar, nostalentassen. Ar Eru cennë sa nes mára.

Ar engë sinyë, ar engë arin, i nelya aurë.

Ar equë Eru: ""Eä calmar tellumassë menelo ciltien aurë lómillo, ar nauvantë tannar asarion ar aurion ar coranárion.

Nauvantë calmar tellumassë menelo caltien cemenna."" ar engë sië.

Eru carnë i atta altë calmar, i analta calma turien auressë ar i pitya calma turien lómissë, ar i eleni.

Ar Eru panyanë ta tellumassë menelo caltien cemenna.

ar turien auressë ar lómissë ar ciltien cálë morniello. Ar Eru cennë sa nes mára.

Ar engë sinyë, ar engë arin, i cantëa aurë.

Ar equë Eru: ""Á ëa úvë cuinë onnolíva i nenissen, ar á wilë aiweli tellumassë menelo.""

Ar Eru ontanë i altë ëarcelvar ar ilya i úvë cuinë onnaiva i rihtar i nenissen, nostalentassen, ar ilyë rámavoiti onnar nostalentassen. Ar Eru cennë sa nes mára.

Ar Eru laitanë te ar quentë: ""Na yávinquë ar na rimbë, á quatë nén i ëarion, ar na i aiwi rimbë cemendë!""

Ar engë sinyë, ar engë arin, i lempëa aurë.

Ar equë Eru: ""Á colë cemen cuinë onnar nostalentassen, lamni ar celvaller ar cemeno hravani celvar, nostalentassen.""

Ar Eru carnë cemeno hravani celvar nostalentassen, ar i lamni nostalentassen ar ilyë celvar i vantar cemendë, nostalentassen. Ar Eru cennë sa nes mára.

Ar equë Eru: ""Alvë carë Atan venwelvassë, canta velvë; ar turuvas ëaro lingwi ar menelo aiwi ar i lamni ar ilya i cemen ar ilyë celvar i vantar cemendë.""

Ar Eru ontanë Atan venweryassë, Eruo venwessë ontaneryes; hanu ar ní ontaneryet.

Ar Eru laitanë te, ar equë Eru tienna: ""Na yávinquë ar na rimbë, á quatë cemen ar ása panya nu le, ar á turë ëaro lingwi ar menelo aiwi ar ilyë cuinë onnar i vantar cemendë.""

Ar equë Eru: ""En! antan len ilyë olvar carila erdi, ilya i ëar ilya i palúressë cemeno, ar ilyë aldar carila yávi yassen ëar erdi. Nas ya matuval.

Ar ilyë hravani celvain ar ilye menelo aiwin ar ilyan i vanta cemendë, ilya cuinan, antan ilyë laiquë olvar matien.""

Ar Eru cennë ilya ya carnes, ar en! nes ammára. Ar engë sinyë, ar engë arin, i enquëa aurë.













",Genesis (Chapitre 1),"In the beginning God created the Heavens and the Earth. 

The Earth was [*né] void and empty, and there was darkness upon [or, over] the abyss, but the Spirit of God hovered above the waters.

And God said, ""There be light!"" and there was light. 

God saw that the light was good, and God separated the light from the darkness. 

And God called the light Day, and the darkness he called Night. And it became evening, and it became morning, the first day. 

And God said, ""Let there be a firmament in the middle of the waters, and it shall separate water from water."" 

And God made the firmament and separated the waters above the firmament from the waters below the firmament. And it was so. 

And God called the firmament Heaven. And it became evening, and it became morning, the second day.

And God said: ""Let the waters under the heavens be gathered in one place, and let the dry land appear!"" and it was so.  

And God called the dry land Earth, but the waters [that were] gathered he called Sea. And God saw that it was good. 

And God said: ""Let the earth bear [forth] grass, plants making seeds, fruit-trees bearing [forth] fruit according to their kinds, in the earth."" and it was [became? remained?] so. 

The earth bore grass, plants making seeds, according to their kinds, and trees bearing fruit in which their seeds are, according to their kinds. And God saw that it was good.

And it became evening, and it became morning, the third day.  

And God said: ""Let there be lights [or, lamps] on the firmament of the heavens to separate day from night, and they will be signs of times and days and years. 

They will be lights on the firmament of the heavens to shine upon the earth."" and it was [became?] so. 

God made the two great lights, the greatest light to rule at day and the lesser [pitya, ""small""] light to rule at night, and the stars.

And God placed them on the firmament of the heavens to shine upon the earth.  

and to rule by day and by night and to separate light from darkness. And God saw that it was good. 

And it became evening, and it became morning, the fourth day. 

And God said: ""Let there be a swarm [úvë = ""abundance""] of living creatures in the waters, and let birds fly in the firmament of the heavens."" 

And God created the great animals of the sea and the whole abundance of living creatures that move in the waters, after their kinds, and all winged creatures after their kinds. And God saw that it was good.

And God blessed them and said, ""Be fruitful and be[come] many, fill the water of the oceans, and the birds shall be many in the earth [lit. ""be the birds numerous on earth]!""  

And it became evening, and it became morning, the fifth day. 

And God said: ""Let the earth bring forth [lit. bear] living creatures according to their kinds, beasts and insects and the wild animals of the earth, according to their kinds."" 

And God made the wild animals of the earth according to their kinds, and the beasts according to their kinds and all animals that walk the earth [cemendë, locative], according to their kinds. And God saw that it was good.

And God said: ""Let us make Man in our image, shaped like us; and he shall rule the fish of the sea and the birds of the heavens and the beasts and all the earth and all animals that walk the earth."" 

And God created Man in his image, in the image of God he created him; male and female he created them. 

And God blessed them, and God said to them: ""Be fruitful and be[come] many, fill the earth and subdue it [place it under you], and rule the fish of the sea and the birds of the heavens and all living creatures that walk the earth.""

And God said: ""Behold! I give you all plants making seeds, all there are on the entire surface of the earth, and all trees making fruits in which there are seeds. It is what you will eat. 

And to all wild animals and all the birds of heaven and to everything that walks the earth, to all that lives, I give all green plants to eat.""

And God saw all that he [had] made, and behold! it was very good. And it became evening, and it became morning, the sixth day.",,1
elvish_56,Númenna 2,"á unducaita i lissë caselya alatuova
lómë lantëa, utúlielyë tieo mettanna.
á fumë sín ar na óla len quenion i epetuller
yálantë haira falassello arta
manen nyényelya? man i níri antalyassë?
rato cenuvalyë ilyë caurelyar autuvar
varna rancunyaissen fúmalyë
man polilyë cenë ambaro rénassë?
manen yalir i ninqui maiwi?
aire pella Isil marya ortëa
i ciryar utúlier colien lyë márenna
ar ilya ahyuva telemna hyellenna
cala nenessë yassë ilyë fëar lelyuvar arta
estel fifírui tenn' ambar móreva
terë lumbuli et enyalie ar lúmello
áva quetë sa utúlielmë sí tenn' i metta
falassi ninqui yálar, ómentielma ennauva
ar nauvalyë sinomë rancunyaissen fúmala
man polilyë cenë ambaro rénassë?
manen yalir i ninqui maiwi?
aire pella Isil marya ortëa
i ciryar utúlier colien lyë márenna
ar ilya ahyuva telemna hyellenna
cala nenessë yassë sindë ciryar autar
númenna

 ",Into the West,"Lay down your sweet and weary head
Night is falling; you have come to journey's end
Sleep now and dream of the ones who came before
They are calling from across a distant shore
Why do you weep? What are these tears upon your face?
Soon you will see all of your fears will pass away
Safe in my arms, you're only sleeping

What can you see on the horizon?
Why do the white gulls call?
Across the Sea a pale moon rises
The ships have come to carry you home
And all will turn to silver glass
A light on the water, all souls pass

Hope fades into the world of night
Through shadows falling out of memory and time
Don't say we have come now to the end
White shores are calling, you and I will meet again
And you'll be here in my arms, just sleeping
 
What can you see on the horizon?
Why do the white gulls call?
Across the Sea a pale moon rises
The ships have come to carry you home
And all will turn to silver glass
A light on the water, grey ships pass
Into the West.",song by Annie Lennox translated into Quenya by Thorsten Renk,1
elvish_12,Eque Quendingoldo mí Quenta Silmarillion:,"Eque Quendingoldo mí Quenta Silmarillion:

Yessesse sanaron

Ná nyárina mí istimor sa minya ohtaron yesetyane nó ontale Ardo etélie, nó ú nato avantie var alaurie palúrenna Ambaro, ar andave Melkor túrea. Nan endesse ohto sina, huorea a valya fea tulle ve tulco Valarin, háya menello istala mahtale Pityanóresse, ar Arda enromane nallámanen lalateryo. Sinave tulle Polda Tulkas, aharya tule ve aha ilweo morne lumbolínen nótulda. Melkor oante et alassea oromeryallo a hehtane Arda, ar i sére andave lartane. Tulkas marne Ambaresse a ve Valar Ardava, a Melkor erúmea Morniesse lartane. Tevierya Tulkassenna vorima.
Mi lú sina, i Valar cantaner eari a nóri ar oronti, san Yavanna rende erdi ya ontanerente andavello. San, an i nári túrine var hehtine nu minye ambor, cále penya. Maquentenen Yavanno, Aule colle endesse earion atta alte calme ya acárieronte, an faininte Endórenna. Varda quanterente, Manwe tintaneronte a Valar panyanentente alte tarmenna, analte ilye orontion yalmin erner. Minya ortana formenesse Endóreo, Illuin esserya, tatya hyarmenesse, Ormal, ar i cále calmato Valariva untúpane cemenna yasse ilqua calane ve aure ú metto.

San i erdi rérine Yavannanen tuianer a tuimaner alarcave, rimbe nation alte a pitye ortane cemenenna, salqui a taurefalli a halle filqui, ar aldar ríne fanyarinen ve cuine oronti ya sundarenta unlantaner laiqua undómesse. Celvar tuller a nortaner nandissen, sírissen ar ailinissen, ar arta-lender lómin taurion. Ú lóteo er olohtie, ú aiweo ilírie, an nati sine lartaner lúmenta endasse Yavanno, nan úve asánieres, ar únomesse analya endenna Ambaro, masse alcar calmato ovantaner ar otuller. Alt' Ailinesse, tolenna Almareno, mí lúme ilqua vinya, mí lúme sinya laiquasse er ve lúce an hendi ontaroryon, Valar carner minya marenta, ar andave aqua valini sinanen.

Martane mi lúme sina sa Valar sender mótalentallon a yétaner tuiyale a palyale nation asánierente san ontiententa, Manwe tulcane alta merende yanna Valar a rimbenta tuller yelloryanen. Nan Aule a Tulkas pícane, an veuyaner ilya cururinen minyo a tuonen tatyo, lárvalta ar sérevalta. A Melkor sinte ilqua carina, arwa muinave meldoron ar ettirnoron mí Maiar ya alantier nu sanyerya. Vahaia Morniesse, néro sance, milca an mótamar torniryo ya merneronte nu máhanerya. San et erúmie taicarillon Eo hostanero i fear hépine an veuyalerya a sananeros polda. Sanala lúmerya túlina, antullero Ardanna, yétaneros hendunen ar i cenwe Ambaro tuileryasse quantes vinya tevienen.

I Valar hostaine Almarenna caurevalta a cálenen Iluino ú-cenner huine Melkoro formenesse, utúliero ve Mornie Lusteo. A ná nyarina sa merendesse Ardatuileo Tulkas vestane Nessa, seler Oromeo, a liltanere nó Valar laiqua salquenna Almareno.

San Tulkas lantane fúmesse, tuovalta ar iquista, a Melkor sanane i lúme túlina. O hosserya lendero or Rambar Fuiva a tulle eccaira formenesse Endóreo a Valar ú istaner sina.
San yesetyanero unca talan an care analta sarne haira undu cemen, nu morne oronti yasse alcar Iluineva pícane a halcini. Esse sarneo sina Utumno. Ar Valar ú istalaner sina er, úmea Melkoro a uryala tevierya palune tenna persa Tuile Ardo.

",Quenta Silmarillion Fragment: 'Of the beginning of days',"In the beginning of the days 

It is said within the wise ones that the firts of the wars began before the creation of Arda was achieved, before nothing had walked or grown on the surface of the Earth, and long Melkor was victorious.

But in the middle of this war, a courageous and powerful spirit came like a support to the Valar, from the end of the sky knowing the battle in the Little Earth, and Arda resounded by the echoes of his laugh.

Thus came Tulkas the Strong, his rage is like rage of the sky preceeded by dark clouds.
Melkor gone away from his joyful fury and abandonned Arda, and peace long lasted.

Tulkas abode on the Earth and was like the Valar of Arda, and Melkor stood in the outer Darkness.

His hatred of Tulkas was everlasting.
In this time, the Valar shaped the seas and the lands and the mountains, then Yavanna sowed the seeds she had create a long time ago.

Then, for the fires were controled or abandonned under the firts hills, the light was lacking.


By the request of Yavanna, Aule carried in the middle of the seas two large lamps he had made, for them to ligh the Middle Earth.


Varda filled them, Manwe lighted them and the Valar fixed them upon large pillars, higher than all the montagne that remained for us.

The first was raised in the North of Middle earth, its name was Illuin, the second in the south, Ormal, and the light of the Valar's lamps covered down the earth where everything shined like a day with no end.

'Then, the seeds sowed by Yavanna springed and sprouted swiftly, a crowd of things great and little raised on the earth, herbs and mosses and tall ferns, and tress crowned by clouds like living mountains which roots dived in the green twilight.'


'Animals came and dwelled in the valleys, in the rivers and in the lakes, and gone through the shade of the forests.'

'No flower had sprouted yet, no bird had sung, for these things waited for their hour in the heart of Yavanna, but she had though of abundance, and nowhere more rich (than) in the middle of the Earth, where the rays of the two lamps met and jointed.'

'In the great lake, on the isle of Almaren, in the time everything was new, in the time the new greenness was like an enchantment to the eyes of its creators, the Valar made their first dwelling, and longtime were fully happy about that.'

'It happened in this time that the Valar rested from their labours and looked at the growth and the expansion of the things they had though then created, Manwe established a great fest to which the Valar and their host came by his call.

'But Aule and Tulkas were lessened, for they served everybody by the skills of the first and the strenght of the second, pauseless and restless.


'And Melkor knew everything made, having secretly friends and spies within the Maiar which had fallen under his law.'

'Far away in the Darkness, he was hateful, greedy toward the works of his brothers which he had wanted under his authority.'

'Then out of the outermost limits of Ea he gethered the spirits kept for his service and he though he was strong.'


'Thinking his hour come, he approached toward Arda, he looked at it by his eyes and the vision of the Earth in its spring filled him with a new hatred.'



'It happened in this time that the Valar rested from their labours and looked at the growth and the expansion of the things they had though then created, Manwe established a great fest to which the Valar and their host came by his call.


'But Aule and Tulkas were lessened, for they served everybody by the skills of the first and the strenght of the second, pauseless and restless.


'And Melkor knew everything made, having secretly friends and spies within the Maiar which had fallen under his law.'

'Far away in the Darkness, he was hateful, greedy toward the works of his brothers which he had wanted under his authority.'


'Then out of the outermost limits of Ea he gethered the spirits kept for his service and he though he was strong.'


'Thinking his hour come, he approached toward Arda, he looked at it by his eyes and the vision of the Earth in its spring filled him with a new hatred.'

",Translated by Sébastien Bertho,1
elvish_13,Elrond's Farewell,Nai tiruvantel ar varyuvantel i Valar tielyanna nu vilya.,Elrond's Farewell,May the Valar protect you on your path under the sky.,film,1
elvish_14,Saruman's Weather Spell.,Cuiva nwalca Carnirassë! Nai yarvaxëa rasselya taltuva ñotto-carinnar!,Saruman's Weather Spell.,Wake up cruel Redhorn! May your blood-stained horn shall fall upon the enemy-heads,film,1
elvish_15,Gandalf's Moria Gate Spell,"Ando Eldarinwa a lasta quettanya, Fenda Casarinwa!",Gandalf's Moria Gate Spell,"Gate of Elves listen to my word, Threshold of Dwarves!",film,1
elvish_52,Ninqueldan,"Ninqueldan

Eresse Tol-Eresseasse,
Lillassea lótesse pella,
Ar esce lisceo, ar lasse
I hessa hlapula menello.

Arinya losse or lord 'aire
Fifíruva wilyasse hiswa,
Ar tiruvalye olor aire
Enyalien i vanwa iswa.

Ar erumesse hiruvalye
I metya harma sa haryalye:
I hesin yenion, alasse -
Eresse Tol-Eresseasse.
 ",To Ninquelda,"To Ninquelda

Loneliness at the Lone Island,
Beyond the many-leafed spring,
And rustle of reed, and leaf
Dry, flying from the sky.

In the morning - snow over the sleeping sea
Will melt in misty air,
And you will see a holy dream
For recalling lost knowledge.

And in desert will you find
The last treasure you possess:
Winter of years, happiness -
Loneliness at the Lone Island.",by Arandil Elenion,1
elvish_17,Equë Quendingoldo mí Quenta Silmarillion:,"Varda autanë Máhanaxar ar cendanë Taniquetilwa aicassello ar cennë Endorëo mornië nu únótimë elellí, nan nécë ar hairë. San yestaneryë i carma meletya, analta ilyë Valaron carmar tulessentallo Ardanna. Calpaneryë rossi telperini Telperiono calpallon ar i rosseinen ontaneryë i elellí vinye ar calimë or yárë Yestanession tulessenna; yallo eryë yo essë lúmëo yáwellon ar ilyë Ëo carmallon né Tintallë, apa Eldainen estina né Elentári.

Carnil ar Luinil, Nénar ar Lumbar, Alcarinquë ar Elemmírë panyaneryë tana lúmessë, ar nótimë yárë eleni hostaneryë ar ortaneryet ve tehtar menelessë Ardo: Wilwarin, Telumendil, Soronúmë, Anarríma ar Menelmacar heltaryassë calima i apaquetë Ohta Metima Ambar-mettassë; ar táravë formenna vë tultië Melcorenna së panyanë i rië otso elenion – Valacirca – ambarto tehta. ",Quenta Silmarillion Fragment: 'Of the coming of the Elves',"Then Varda went forth from the council, and she looked out from the height of Taniquetil, and beheld the darkness of Middle-earth beneath the innumerable stars, faint and far. Then she began a great labour, greatest of all the works of the Valar since their coming into Arda. She took the silver dews from the vats of Telperion, and therewith she made new stars and brighter against the coming of the Firstborn; wherefore she whose name out of the deeps of time and the labours of Ea was Tintallë, the Kindler, was called after by the Elves Elentári, Queen of the Stars. Carnil and Luinil, Nénar and Lumbar, Alcarinquë and Elemmírë she wrought in that time, and many other of the ancient stars she gathered together and set as signs in the heavens of Arda: Wilwarin, Telumendil, Soronúmë, and Anarríma; and Menelmacar with his shining belt, that forebodes the Last Battle that shall be at the end of days. And high in the north as a challenge to Melkor she set the crown of seven mighty stars to swing, Valacirca, the Sickle of the Valar and sign of doom [...]",Translated by Ryszard Derdzinski,1
elvish_18,Ohta Imbë Nolofinwë ar Moringotto,"Ohta Imbë Nolofinwë ar Moringotto
 

San Nolofinwë cennë (ve ta séyanës ana) i quanta atalantë i Noldor, ar i atalantë pella panya ilya nossinta; ar ho ormë ar ilestel Rochallonna velicë roccorya nentéro ar vane er ar láminë pollë ana hautas. Autanéro or Anfauglith ve sure mi i asto, ar ilya ya cennę uswerya vanwa sana Oromë cilmas né tulin; an velicë aha né senna sinavë hendurya calanë ve i hendu i Valaron.  Ar sinavë tulinnéro ana Angamando va andor ar lammanéro rombarye, ar palpa ata i fendassë ar veryo Moringotto ana erya ohta.  Ar Moringotto tulinnë.

 

Ya né i telda lú mi tanar ohtar ya oantéro i fendassë sarnerya, ar ta ná quentë taro nangwesanë lá i verya mirima Selma; ananta taurarya né anvelicë ilya nati mi sina Ambar, er i Valar rucinro sintë.  Nanro pollë lá lala i verya mi nívë cánoro; an i ondor cormanë ho i orolindalë Nolofinwëva rombo, ar omarya tulinnë laicë ar poica undu ana I tumnar Angamando; ar Nolofinwë essenë Moringotto úverya ar heru mál.  Ar sinavë Moringotto tulinnë, rosta lenca horya nutalan mahalma, ar i lamma taluryo nč ve raumo nutalan. Ar otuswenčro vaina mi morë hroavarmë; ar hecanë epë Aran ve mindo, anga-rína, ar taura turmaryo, tengwë lá pelehtana, hatá lëo ors ve ungo.  Nan Nolofinwë ilcanë undu ta ve elen; an hroavarmerya nč panta yo silima; ar tucinnéro maciryo Ringil, ta mirilyanë ve helcë.

 

San Moringotto ortánë Grond, Nambo Fatanyu, ar nira ta undu ve calanambo.  Nan Nolofinwë tuianë oa, ar Grond narcinë taura latta mi i cemen, yassen hísië ar uru liltanë.  Limbë lúmi Moringotto yo otso harwi, ar otso lúmi Moringotto antanë rama qualmë yassen i rimbi Angamando lantanë or entë antar mi rucin, ar i ramar lámanë mi i Forostar

 

Nan san Aran lauyanë yerya, ar Moringotto collë undu turmaryannas.  Neldë lúmi ruxanë tumnáro né, ar neldë lúmi ortanëata ar collë amba rácina turmarya ar hyarinnë cassa.  Nan i cemen né ilya narcinë ar lattanë ilya corimas, ar lantanéro nanepë i tali Moringotto; ar Moringotto panyarya hyarya tál or yahrtya, ar i cólo ta né va pitya ambo.  Ananta yo tyelima ar ilestel teccorya Nolofinwë pelehtanë i tál yo Ringil, ar i sercë etoloiyanë more ar hísia ar quantë i lattar Grond.

 

Ve sina firnë Nolofinwë, Tára Aran Noldor, anverya ar cána Elda-aran enwina.  I urqui carinnë lá merendë i ohta no i ando; ar Eldar lirina lá ta, an nimbentar palua tumna.

 ",Quenta Silmarillion Fragment: 'Of the ruin of Beleriand',"Battle Between Fingolfin and Morgoth

Then Fingolfin beheld (as it seemed-him to) the full downfall [of] the Noldor, and the downfall beyond repair [of] all houses-their; and from wrath and despair Rochallor-upon great horse-his got-he and departed alone and none were able to stop-him.  Passed-he over [the] Anfauglith like [a] wind in the dust, and all that beheld issuing-his departed thinking Oromë himself was come; for great rage was him-upon so eyes-his shone like the eyes the Valar-of.  And so came-he to Angband’s gates and sounded-he horn-his, and beat again upon the doorway and dared Morgoth to single war.  And Morgoth came.

That was the last time in those wars that passed-he the doorway [of] stronghold-his, and it is said that he answered not the dare [of] free will; but yet might-his was greatest [of] all things in this world alone [of] the Valar fear-he knew.  But-he could not deny the dare in front [of] commanders-his; for the stones rang from the high-music [of] Fingolfin’s horn, and voice-his came keen and clean down to the deeps [of] Angband; and Fingolfin named Morgoth craven and lord [of] slaves.  And so Morgoth came, ascending slowly from-his underground throneand the sound [of] feet-his was like [the] noise of a storm underground. And forth-issued-he clad in black armour; and stood before [the] King like [a] tower, iron-crowned, and might shield-his, token not carven, cast a shadow over him like [a] dark cloud.  But Fingolfin gleamed

Then Morgoth raised Grond [the] Hammer [of] Hell, and thrust it down like lightning.  But Fingolfin sprang away, and Grond rent [a] mighty pit in the earth, wherein mist and fire danced.  Many times Morgoth essayed to beat-him and each time Fingolfin leaped away, like lightning from under [a] dark cloud; and wounded-he Morgoth with seven wounds, and seven times Morgoth gave [a] shout [of] agony whereat the hosts of Angband fell on their faces in fear; and the shouts in the Northlands.

But then the King grew weary, and Morgoth bore down shield-his-upon-him.  Three times crumbled down he was, and three times rose again and bore up broken shield-his and cloven helmet.  But the earth was all rent and pitted all round him, and fell-he backward-before the feet [of] Morgoth; and Morgoth set-his left foor on neck-his, and the burden [of] it was like [a] small hill.  And yet with final and hopeless stroke-his Fingolfin hewed, the foot with Ringil, and the blood forth-flooded black and smoking and filled the pits [of] Grond.

Like this died Fingolfin, High King [of the] Noldor, most brave and valiant [of the] Elven-kings [of] old.  The orcs made no festival [of] the war before the gate; and the Eldar sing not [of] it for sadness-theirs extends deep.

 

 ","Translated by Brett Engetschwiler (Literal translation; compare with The Silmarillion, pp. 178-179)",1
